09:59:35.405 [main] INFO  e.s.b.i.i.IntegrationTesting - Starting ...
10:00:38.674 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateExpression(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.674 [main] INFO  e.s.b.i.t.CallableMethodPool - method visitOptimizedCall(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/optimizer/OptFunctionNode;ILcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.674 [main] INFO  e.s.b.i.t.CallableMethodPool - method visitIfJumpEqOp(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;II)V is not detected!
10:00:38.674 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateCallArgArray(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;Z)V is not detected!
10:00:38.674 [main] INFO  e.s.b.i.t.CallableMethodPool - method visitIfJumpRelOp(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;II)V is not detected!
10:00:38.674 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateIfJump(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;II)V is not detected!
10:00:38.674 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateExpression(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.674 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateIfJump(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;II)V is not detected!
10:00:38.674 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateExpression(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.674 [main] INFO  e.s.b.i.t.CallableMethodPool - method visitGoto(Lcom/google/javascript/rhino/head/ast/Jump;ILcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.674 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateExpression(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.674 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateStatement(Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.674 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateStatement(Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.674 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateExpression(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.674 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateExpression(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.674 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateStatement(Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.674 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateYieldPoint(Lcom/google/javascript/rhino/head/Node;Z)V is not detected!
10:00:38.674 [main] INFO  e.s.b.i.t.CallableMethodPool - method visitGoto(Lcom/google/javascript/rhino/head/ast/Jump;ILcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.674 [main] INFO  e.s.b.i.t.CallableMethodPool - method addGoto(Lcom/google/javascript/rhino/head/Node;I)V is not detected!
10:00:38.674 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateEpilogue()V is not detected!
10:00:38.675 [main] INFO  e.s.b.i.t.CallableMethodPool - method visitTryCatchFinally(Lcom/google/javascript/rhino/head/ast/Jump;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.675 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateExpression(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.675 [main] INFO  e.s.b.i.t.CallableMethodPool - method visitArithmetic(Lcom/google/javascript/rhino/head/Node;ILcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.675 [main] INFO  e.s.b.i.t.CallableMethodPool - method visitOptimizedCall(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/optimizer/OptFunctionNode;ILcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.675 [main] INFO  e.s.b.i.t.CallableMethodPool - method visitStandardCall(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.675 [main] INFO  e.s.b.i.t.CallableMethodPool - method visitStrictSetName(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.675 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateIfJump(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;II)V is not detected!
10:00:38.675 [main] INFO  e.s.b.i.t.CallableMethodPool - method visitSetConstVar(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;Z)V is not detected!
10:00:38.675 [main] INFO  e.s.b.i.t.CallableMethodPool - method visitSwitch(Lcom/google/javascript/rhino/head/ast/Jump;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.675 [main] INFO  e.s.b.i.t.CallableMethodPool - method visitSetName(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.675 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateExpression(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.675 [main] INFO  e.s.b.i.t.CallableMethodPool - method visitSpecialCall(Lcom/google/javascript/rhino/head/Node;IILcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.675 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateStatement(Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.675 [main] INFO  e.s.b.i.t.CallableMethodPool - method visitDotQuery(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.675 [main] INFO  e.s.b.i.t.CallableMethodPool - method visitStandardNew(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.675 [main] INFO  e.s.b.i.t.CallableMethodPool - method visitIfJumpEqOp(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;II)V is not detected!
10:00:38.675 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateFunctionAndThisObj(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.675 [main] INFO  e.s.b.i.t.CallableMethodPool - method visitSetElem(ILcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.675 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateYieldPoint(Lcom/google/javascript/rhino/head/Node;Z)V is not detected!
10:00:38.675 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateCallArgArray(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;Z)V is not detected!
10:00:38.675 [main] INFO  e.s.b.i.t.CallableMethodPool - method visitSetVar(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;Z)V is not detected!
10:00:38.675 [main] INFO  e.s.b.i.t.CallableMethodPool - method visitIfJumpRelOp(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;II)V is not detected!
10:00:38.675 [main] INFO  e.s.b.i.t.CallableMethodPool - method visitArrayLiteral(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.675 [main] INFO  e.s.b.i.t.CallableMethodPool - method visitSetConst(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.676 [main] INFO  e.s.b.i.t.CallableMethodPool - method visitBitOp(Lcom/google/javascript/rhino/head/Node;ILcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.676 [main] INFO  e.s.b.i.t.CallableMethodPool - method visitIncDec(Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.676 [main] INFO  e.s.b.i.t.CallableMethodPool - method visitObjectLiteral(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.676 [main] INFO  e.s.b.i.t.CallableMethodPool - method visitGetProp(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.676 [main] INFO  e.s.b.i.t.CallableMethodPool - method visitSetProp(ILcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.676 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateExpression(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.676 [main] INFO  e.s.b.i.t.CallableMethodPool - method inlineFinally(Lcom/google/javascript/rhino/head/Node;II)V is not detected!
10:00:38.676 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateExpression(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.676 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateStatement(Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.676 [main] INFO  e.s.b.i.t.CallableMethodPool - method visitTryCatchFinally(Lcom/google/javascript/rhino/head/ast/Jump;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.676 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateExpression(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.676 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateExpression(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.676 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateExpression(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.676 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateExpression(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.676 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateStatement(Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.676 [main] INFO  e.s.b.i.t.CallableMethodPool - method visitTryCatchFinally(Lcom/google/javascript/rhino/head/ast/Jump;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.676 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateExpression(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.676 [main] INFO  e.s.b.i.t.CallableMethodPool - method inlineFinally(Lcom/google/javascript/rhino/head/Node;II)V is not detected!
10:00:38.676 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateExpression(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.676 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateStatement(Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.677 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateExpression(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.677 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateExpression(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.677 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateExpression(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.677 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateIfJump(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;II)V is not detected!
10:00:38.677 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateExpression(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.677 [main] INFO  e.s.b.i.t.CallableMethodPool - method visitArithmetic(Lcom/google/javascript/rhino/head/Node;ILcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.677 [main] INFO  e.s.b.i.t.CallableMethodPool - method visitOptimizedCall(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/optimizer/OptFunctionNode;ILcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.677 [main] INFO  e.s.b.i.t.CallableMethodPool - method visitStandardCall(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.677 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateExpression(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.677 [main] INFO  e.s.b.i.t.CallableMethodPool - method visitSpecialCall(Lcom/google/javascript/rhino/head/Node;IILcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:38.677 [main] INFO  e.s.b.i.t.CallableMethodPool - method generateExpression(Lcom/google/javascript/rhino/head/Node;Lcom/google/javascript/rhino/head/Node;)V is not detected!
10:00:39.129 [main] INFO  e.s.b.c.t.strategy.MOSuiteStrategy - The number of goals are 19476: 
10:00:41.023 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Generating solution in MOSA
10:01:11.981 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/19476
10:02:22.026 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #1 is created.
10:02:22.050 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/19476
10:03:27.504 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #2 is created.
10:03:27.534 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/19476
10:04:36.583 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #3 is created.
10:04:36.600 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/19476
10:05:40.352 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #4 is created.
10:05:40.363 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/19476
10:06:12.207 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #5 is created.
10:06:12.229 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Stopping reason: MaxTime :                        331 / 300          Finished!
10:06:12.286 [main] INFO  e.s.b.commons.PostProcessUtility - * Minimizing test suite
10:06:13.156 [main] INFO  e.s.b.commons.PostProcessUtility - Generating assertions
10:06:16.315 [main] INFO  e.s.b.commons.PostProcessUtility - * Compiling and checking tests
10:06:16.325 [main] INFO  e.s.b.commons.PostProcessUtility - * Writing JUnit test case 'BodyCodegen_ESTest' to results/botsing/closure-16-com.google.javascript.rhino.head.optimizer.BodyCodegen-com.google.javascript.rhino.head.Node-25
10:06:16.385 [main] INFO  e.s.b.i.i.IntegrationTesting - The solution test is saved!
