13:58:32.317 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/mockito/cglib/core/CodeEmitter.ifnonnull(Lorg/mockito/asm/Label;)V
13:58:32.666 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test39
13:58:32.666 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test40
13:58:32.666 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test41
13:58:32.667 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test42
13:58:32.667 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test43
13:58:32.667 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test44
13:58:32.667 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test45
13:58:32.668 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test46
13:58:32.668 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test47
13:58:32.668 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test48
13:58:32.668 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test49
13:58:32.669 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test50
13:58:32.669 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test51
13:58:32.669 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test52
13:58:32.669 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test53
13:58:32.670 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test54
13:58:32.670 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test55
13:58:32.670 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test56
13:58:32.671 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test57
13:58:32.671 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test58
13:58:32.671 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test59
13:58:32.671 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test60
13:58:32.672 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test61
13:58:32.672 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test62
13:58:32.672 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test63
13:58:32.672 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test64
13:58:32.673 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test65
13:58:32.673 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test66
13:58:32.673 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test67
13:58:32.673 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test68
13:58:32.674 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test69
13:58:32.674 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test70
13:58:32.675 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test71
13:58:32.675 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test72
13:58:32.675 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test73
13:58:32.676 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test74
13:58:32.676 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test75
13:58:32.676 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test76
13:58:32.677 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test77
13:58:32.677 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test78
13:58:32.677 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test79
13:58:32.677 [main] INFO  eu.stamp.cbc.Executor - Result: 79/79 failure
13:58:32.715 [main] INFO  e.s.cbc.calculator.CoupledBranches - ==========
13:58:32.715 [main] INFO  e.s.cbc.calculator.CoupledBranches - 2- org.mockito.cglib.core.CodeEmitter.getfield(Ljava/lang/String;)V: I12 Branch 55 IFEQ L425 - true
13:58:32.715 [main] INFO  e.s.cbc.calculator.CoupledBranches - expression- false
13:58:32.715 [main] INFO  e.s.cbc.calculator.CoupledBranches - ==========
13:58:32.715 [main] INFO  e.s.cbc.calculator.CoupledBranches - 2- org.mockito.cglib.core.CodeEmitter.emit_invoke(ILorg/mockito/asm/Type;Lorg/mockito/cglib/core/Signature;)V: I6 Branch 57 IFEQ L496 - true
13:58:32.715 [main] INFO  e.s.cbc.calculator.CoupledBranches - expression- false
13:58:32.715 [main] INFO  e.s.cbc.calculator.CoupledBranches - ==========
13:58:32.715 [main] INFO  e.s.cbc.calculator.CoupledBranches - 2- org.mockito.cglib.core.CodeEmitter.emit_invoke(ILorg/mockito/asm/Type;Lorg/mockito/cglib/core/Signature;)V: I6 Branch 57 IFEQ L496 - false
13:58:32.715 [main] INFO  e.s.cbc.calculator.CoupledBranches - expression- false
13:58:32.715 [main] INFO  e.s.cbc.calculator.CoupledBranches - ==========
13:58:32.715 [main] INFO  e.s.cbc.calculator.CoupledBranches - 2- org.mockito.cglib.core.CodeEmitter.load_this()V: I6 Branch 52 IFEQ L357 - true
13:58:32.716 [main] INFO  e.s.cbc.calculator.CoupledBranches - expression- false
13:58:32.716 [main] INFO  e.s.cbc.calculator.CoupledBranches - ==========
13:58:32.716 [main] INFO  e.s.cbc.calculator.CoupledBranches - 2- org.mockito.cglib.core.CodeEmitter.emit_invoke(ILorg/mockito/asm/Type;Lorg/mockito/cglib/core/Signature;)V: I9 Branch 58 IF_ICMPEQ L496 - false
13:58:32.716 [main] INFO  e.s.cbc.calculator.CoupledBranches - expression- false
13:58:32.716 [main] INFO  e.s.cbc.calculator.CoupledBranches - Number of covered coupled branches by test suite: 5
