19:38:26.956 [main] WARN  e.s.cling.graphs.cfg.CFGGenerator - There is no branch fo call_site INVOKEVIRTUAL org/mockito/cglib/core/CodeEmitter.ifnonnull(Lorg/mockito/asm/Label;)V
19:38:27.262 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test21
19:38:27.262 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test22
19:38:27.263 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test23
19:38:27.263 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test24
19:38:27.263 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test25
19:38:27.265 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test26
19:38:27.265 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test27
19:38:27.265 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test28
19:38:27.266 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test29
19:38:27.266 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test30
19:38:27.266 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test31
19:38:27.268 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test32
19:38:27.268 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test33
19:38:27.268 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test34
19:38:27.268 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test35
19:38:27.270 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test36
19:38:27.272 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test37
19:38:27.272 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test38
19:38:27.272 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test39
19:38:27.272 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test40
19:38:27.272 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test41
19:38:27.273 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test42
19:38:27.273 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test43
19:38:27.273 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test44
19:38:27.273 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test45
19:38:27.273 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test46
19:38:27.273 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test47
19:38:27.274 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test48
19:38:27.274 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test49
19:38:27.274 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test50
19:38:27.275 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test51
19:38:27.275 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test52
19:38:27.276 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test53
19:38:27.276 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test54
19:38:27.276 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test55
19:38:27.276 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test56
19:38:27.276 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test57
19:38:27.277 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test58
19:38:27.277 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test59
19:38:27.277 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test60
19:38:27.277 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test61
19:38:27.278 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test62
19:38:27.278 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test63
19:38:27.279 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test64
19:38:27.279 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test65
19:38:27.279 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test66
19:38:27.279 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test67
19:38:27.280 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test68
19:38:27.280 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test69
19:38:27.280 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test70
19:38:27.280 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test71
19:38:27.280 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test72
19:38:27.281 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test73
19:38:27.281 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test74
19:38:27.281 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test75
19:38:27.281 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test76
19:38:27.281 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test77
19:38:27.281 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test78
19:38:27.282 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test79
19:38:27.282 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test80
19:38:27.282 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test81
19:38:27.282 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test82
19:38:27.282 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test83
19:38:27.283 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test84
19:38:27.283 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test85
19:38:27.283 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test86
19:38:27.284 [main] INFO  e.s.c.extraction.TestCaseRunListener - Collecting traces of test ErrorTest0.test87
19:38:27.284 [main] INFO  eu.stamp.cbc.Executor - Result: 87/87 failure
19:38:27.314 [main] INFO  e.s.cbc.calculator.CoupledBranches - ==========
19:38:27.314 [main] INFO  e.s.cbc.calculator.CoupledBranches - 2- org.mockito.cglib.core.CodeEmitter.getfield(Ljava/lang/String;)V: I12 Branch 55 IFEQ L425 - true
19:38:27.314 [main] INFO  e.s.cbc.calculator.CoupledBranches - expression- false
19:38:27.315 [main] INFO  e.s.cbc.calculator.CoupledBranches - ==========
19:38:27.315 [main] INFO  e.s.cbc.calculator.CoupledBranches - 2- org.mockito.cglib.core.CodeEmitter.emit_invoke(ILorg/mockito/asm/Type;Lorg/mockito/cglib/core/Signature;)V: I6 Branch 57 IFEQ L496 - true
19:38:27.315 [main] INFO  e.s.cbc.calculator.CoupledBranches - expression- false
19:38:27.315 [main] INFO  e.s.cbc.calculator.CoupledBranches - ==========
19:38:27.315 [main] INFO  e.s.cbc.calculator.CoupledBranches - 2- org.mockito.cglib.core.CodeEmitter.emit_invoke(ILorg/mockito/asm/Type;Lorg/mockito/cglib/core/Signature;)V: I6 Branch 57 IFEQ L496 - false
19:38:27.315 [main] INFO  e.s.cbc.calculator.CoupledBranches - expression- false
19:38:27.315 [main] INFO  e.s.cbc.calculator.CoupledBranches - ==========
19:38:27.315 [main] INFO  e.s.cbc.calculator.CoupledBranches - 2- org.mockito.cglib.core.CodeEmitter.load_this()V: I6 Branch 52 IFEQ L357 - true
19:38:27.315 [main] INFO  e.s.cbc.calculator.CoupledBranches - expression- false
19:38:27.315 [main] INFO  e.s.cbc.calculator.CoupledBranches - ==========
19:38:27.315 [main] INFO  e.s.cbc.calculator.CoupledBranches - 2- org.mockito.cglib.core.CodeEmitter.emit_invoke(ILorg/mockito/asm/Type;Lorg/mockito/cglib/core/Signature;)V: I9 Branch 58 IF_ICMPEQ L496 - false
19:38:27.315 [main] INFO  e.s.cbc.calculator.CoupledBranches - expression- false
19:38:27.315 [main] INFO  e.s.cbc.calculator.CoupledBranches - Number of covered coupled branches by test suite: 5
